id,category,description,location,riskLevel
1509,plumbing,sewage pipe burst with toxic foul water overflowing across hostel hallway. Please resolve this quickly.,Hostel B Corridor 3rd Floor,high
2661,sanitation,waste disposal bin broken and spilling contaminated waste into corridor. Please send someone to check as soon as possible.,Hostel C Basement Study Room,medium
2506,sanitation,stray leaves accumulated outside hostel entrance doorway,Hostel D Server Rack Room,low
2770,sanitation,"uncontrolled pest and pathogen outbreak in dining hall kitchen, critical health risk",Hostel C Room 305,high
2372,structural,"balcony safety railing is loose and wobbles when pushed, dangerous for students",Hostel E Room 501,medium
3167,other,bookshelf in common area needs reorganizing. Please send someone to check as soon as possible.,Main Auditorium Hall B,low
1844,network,"main fiber backbone disconnected, total campus disconnection from internet",Main Auditorium Hall B,high
2907,security,electronic biometric access door stuck in open position allowing anyone entry. Please send someone to check as soon as possible.,Hostel E Room 501,medium
2603,sanitation,waste disposal bin broken and spilling contaminated waste into corridor,Hostel A Floor 2 Washroom,medium
2361,structural,large chunks of plaster fell from ceiling onto study table while room was empty. Please resolve this quickly.,Hostel B Balcony,medium
1735,network,network switch in floor corridor making loud clicking noise and offline. Students are worried about safety.,Academic Block 1 Room 101,medium
1102,electrical,intermittent power cut in entire wing while other wings have electricity. Reported this earlier today.,Hostel D Cafeteria,medium
2689,sanitation,black mold spreading rapidly along damp bathroom walls and ceiling. Noticeable smell and noise.,Hostel B Balcony,medium
1726,network,no internet connection in entire block B while other blocks are fine. Kindly update ticket status once inspected.,Library 2nd Floor Reading Hall,medium
1666,network,wifi signal drops to 2 bars near balcony area. Reported this earlier today.,Hostel B Balcony,low
1970,fire_safety,plastic cover on emergency break-glass box is cracked,Hostel A Dining Hall,low
1634,network,guest wifi login portal page takes long time to load,Hostel B Main Electrical Room,low
3171,other,lost jacket hanging on corridor coat rack,Hostel A Dining Hall,low
2449,structural,roof concrete slab cracking open with pieces falling into top floor rooms. Happening since last night.,Gymnasium Locker Room,high
1422,plumbing,foul smelling dirty water coming out from tap in hostel wing,Hostel F Room 118,medium
2023,fire_safety,fire extinguisher missing from its designated wall bracket on floor 3,Hostel C Wing West Common Area,medium
1861,network,"ransomware or malicious attack suspected, all gateway routers failing simultaneously. Reported this earlier today.",Hostel D Terrace Access,high
2466,structural,major structural pillar in basement shows wide cracks and exposed rebar buckling,Hostel E Water Tank Area,high
1164,electrical,power socket feels warm to the touch after using for an hour. Noticeable smell and noise.,Main Auditorium Hall B,medium
2494,structural,major structural pillar in basement shows wide cracks and exposed rebar buckling,Hostel F Room 118,high
2263,structural,small chip in stair tread edge on ground floor landing,Hostel D Terrace Access,low
1172,electrical,wire casing near the switchboard appears loose and cracked. Affecting multiple students.,Hostel B Balcony,medium
1523,plumbing,massive water flood on 3rd floor reaching electrical sockets and elevators. Noticeable smell and noise.,Hostel D Room 412,high
2761,sanitation,"toxic sewer gas backup filling residential wing, multiple students feeling nauseous",Hostel D Terrace Access,high
1607,network,wifi speed is slower than usual in the corner of room 214,Hostel C Staircase,low
2513,sanitation,Mirror in bathroom has water stains and needs wiping. needs urgent inspection.,Hostel D Terrace Access,low
1148,electrical,two sockets in room 214 have completely stopped providing power,Hostel D Cafeteria,medium
1611,network,ethernet port in room has a loose latch but connection works,Library 2nd Floor Reading Hall,low
3179,other,room curtain rod bracket is slightly bent,Gymnasium Locker Room,low
3256,other,"refrigerator in common kitchen not cooling, student food spoiling",Hostel D Room 412,medium
1040,electrical,"wall plug in room works but looks slightly worn out, please inspect when free",Hostel D Terrace Access,low
2752,sanitation,severe biological hazard with toxic sewage backing up into all ground floor washrooms,Hostel A Ground Floor Lobby,high
2810,security,room door key is slightly sticky in the lock cylinder. Kindly update ticket status once inspected.,Hostel E Room 501,low
3263,other,elevator getting stuck between floors 2 and 3 intermittently. Reported this earlier today.,Hostel A Ground Floor Lobby,medium
2073,fire_safety,fire hose pipe nozzle cracked and leaking during weekly pressure test,Hostel C Room 305,medium
1536,plumbing,flooding in basement electrical substation from burst storm drain pipe. Affecting multiple students.,Hostel B Room 214,high
2367,structural,heavy water seepage causing wall to bulge and paint to peel severely,Hostel C Staircase,medium
1015,electrical,"study table socket cover plate is loose, need maintenance check",Library 2nd Floor Reading Hall,low
1181,electrical,sparking sound heard when inserting 3-pin laptop adapter into wall socket. Please send someone to check as soon as possible.,Hostel E Room 501,medium
2134,fire_safety,"flames visible from waste disposal chute on ground floor, spreading fast",Hostel F Room 118,high
3198,other,notice board glass in lobby has finger smudges,Hostel A Ground Floor Lobby,low
1379,plumbing,sink drain strainer missing causing slow water flow. Very concerning situation.,Hostel A Room 102,low
1209,electrical,main circuit breaker exploded with loud bang and continuous sparks. Please send someone to check as soon as possible.,Hostel D Terrace Access,high
2029,fire_safety,corridor fire alarm strobe light not activating during system test,Hostel D Terrace Access,medium
3258,other,gym equipment cable frayed and snapping during use,Hostel D Server Rack Room,medium
3071,security,"student assaulted in hostel staircase, immediate security and medical dispatch required. Please resolve this quickly.",Hostel B Balcony,high
2082,fire_safety,hydrant valve leaking water into the emergency staircase landing. Kindly update ticket status once inspected.,Hostel C Staircase,medium
1834,network,"ransomware or malicious attack suspected, all gateway routers failing simultaneously",Hostel C Wing West Common Area,high
2405,structural,"severe structural compromise, beam cracking loudly above dining hall. Reported this earlier today.",Main Auditorium Hall B,high
1863,network,"complete blackout of all communication channels, internet and VoIP down campus-wide. Very concerning situation.",Hostel D Cafeteria,high
2155,fire_safety,explosion sound followed by fire in chemical storage room near lab. Students are worried about safety.,Hostel B Balcony,high
2116,fire_safety,emergency fire exit completely blocked while fire is spreading in staircase. Reported this earlier today.,Hostel A Floor 2 Washroom,high
3371,other,"critical medical crisis: student injured with heavy bleeding, urgent first aid needed",Hostel E Room 501,high
1439,plumbing,washroom drain blocked with accumulated debris causing ankle-deep puddle,Gymnasium Locker Room,medium
1473,plumbing,"No running water on entire 2nd floor since morning, tanks appear empty",Hostel B Main Electrical Room,medium
3362,other,"student medical emergency: unconscious student having seizure in room 305, ambulance needed",Hostel D Server Rack Room,high
1551,plumbing,flooding in basement electrical substation from burst storm drain pipe,Library 2nd Floor Reading Hall,high
1425,plumbing,toilet flush mechanism broken and overflowing into drainage pan,Hostel B Balcony,medium
2227,structural,room door needs a stopper installed to prevent banging,Hostel C Staircase,low
1033,electrical,"wall plug in room works but looks slightly worn out, please inspect when free",Hostel A Dining Hall,low
2240,structural,Wooden study desk drawer sticks when opening. needs urgent inspection.,Hostel C Basement Study Room,low
3232,other,student trapped inside study room due to jammed door knob. Kindly update ticket status once inspected.,Library 2nd Floor Reading Hall,medium
1647,network,Dns lookup seems slightly delayed on hostel subnet,Hostel A Room 102,low
2168,fire_safety,"flames visible from waste disposal chute on ground floor, spreading fast. Please resolve this quickly.",Hostel D Cafeteria,high
2514,sanitation,recycling bin overflowing with empty cardboard boxes,Hostel B Room 214,low
2001,fire_safety,emergency exit staircase blocked by discarded furniture and old mattresses. Noticeable smell and noise.,Hostel B Main Electrical Room,medium
1282,electrical,severe electrical burn smell and active sparks from air conditioner unit. Noticeable smell and noise.,Hostel A Ground Floor Lobby,high
2430,structural,"external facade wall collapse crushing walkway below, immediate evacuation required",Central Canteen Kitchen Area,high
1543,plumbing,water entering room through light fixtures from flooded floor above,Hostel A Dining Hall,high
3161,other,lost jacket hanging on corridor coat rack. Needs urgent inspection.,Hostel A Floor 2 Washroom,low
3073,security,"armed intruder or violent trespasser reported inside hostel block, lockdown needed",Hostel D Room 412,high
